client_hash_id,content_hash_id,predicted_label,proba_Declining,action,reason_code
client_08a6a72ff48e62c0,content_d01c975505843327,Declining,0.4575204388236076,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_16cfebc01205f93e,Declining,0.45434613006922153,Monitor,position worse than typical decliner (5.6)
client_9958f0a7ae1df715,content_080ef64257742c64,Declining,0.4536242555246136,Monitor,position worse than typical decliner (18.7)
client_08a6a72ff48e62c0,content_c9089aae9399de45,Declining,0.45158688197951025,Monitor,position worse than typical decliner (7.5)
client_3ffa76342f366962,content_57c33f858ffb15e4,Declining,0.4505996266976576,Monitor,position worse than typical decliner (6.8); click volume below typical decliner (13)
client_08a6a72ff48e62c0,content_c640f96c946599a6,Declining,0.44231668559301035,Monitor,position worse than typical decliner (19.8)
client_3ffa76342f366962,content_16fa234ada23db28,Declining,0.441707327522065,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_2b221276b528248b,Declining,0.4417011001164891,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_7c5910b479d6eb9a,Stable,0.441689963971965,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_ea47a9942c29eded,Declining,0.4398563042057062,Monitor,position worse than typical decliner (6.1); click volume below typical decliner (14)
client_3ffa76342f366962,content_52c98b3f26951f3b,Declining,0.4389266794473709,Monitor,click volume below typical decliner (15)
client_08a6a72ff48e62c0,content_9e549db865c2e6b7,Declining,0.43452243601130486,Monitor,position worse than typical decliner (7.3); CTR below typical decliner (0.5%)
client_08a6a72ff48e62c0,content_ca0d699a06965579,Declining,0.43355439302627213,Monitor,position worse than typical decliner (6.5)
client_9958f0a7ae1df715,content_01ab236521ddf2f9,Declining,0.43305061662949684,Monitor,position worse than typical decliner (32.3); click volume below typical decliner (23)
client_08a6a72ff48e62c0,content_eecc89bb1f031480,Declining,0.43277158932065574,Monitor,position worse than typical decliner (6.8)
client_08a6a72ff48e62c0,content_2b8931cd49b350f0,Declining,0.43219691160089213,Monitor,position worse than typical decliner (5.6)
client_08a6a72ff48e62c0,content_a6dc5742ca1b4c53,Declining,0.4287336692425142,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_b6e27f4aa51c001f,Declining,0.42704605155971653,Monitor,position worse than typical decliner (6.2)
client_08a6a72ff48e62c0,content_4725aa0f64da76f3,Declining,0.4259827848489916,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_2fb2709638d63ae5,Declining,0.42530228073828696,Monitor,position worse than typical decliner (5.8)
client_08a6a72ff48e62c0,content_83ca3ffc4f264ebd,Stable,0.4247304138754048,Monitor,position worse than typical decliner (5.0)
client_3ffa76342f366962,content_a29f8f00b2d9b114,Declining,0.4237665066302042,Monitor,click volume below typical decliner (15)
client_08a6a72ff48e62c0,content_f1c5d38dc729e406,Declining,0.4233135930563979,Monitor,position worse than typical decliner (6.7)
client_9958f0a7ae1df715,content_1984f849589da224,Growing,0.42014954830621454,Protect,position worse than typical decliner (12.5); click volume below typical decliner (11)
client_9958f0a7ae1df715,content_2538b331a2f547ab,Declining,0.41925223279477086,Monitor,position worse than typical decliner (5.7)
client_3ffa76342f366962,content_8d4c42e5457c9e2e,Stable,0.4185850262585605,Monitor,position worse than typical decliner (5.0)
client_08a6a72ff48e62c0,content_972a9d50d0d44ae0,Declining,0.417660593480532,Monitor,position worse than typical decliner (5.2)
client_08a6a72ff48e62c0,content_56fd746eb531d009,Declining,0.41702559356750646,Monitor,position worse than typical decliner (6.0)
client_3ffa76342f366962,content_fc9c06be8ac09b75,Declining,0.41530307763421154,Monitor,click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_b4a8a33e3776ddc9,Declining,0.4151299392016282,Monitor,position worse than typical decliner (6.9); CTR below typical decliner (0.1%); click volume below typical decliner (11)
client_08a6a72ff48e62c0,content_8f9d4ed5b17742be,Stable,0.4150219926498268,Monitor,position worse than typical decliner (5.3)
client_08a6a72ff48e62c0,content_28a836ac4b7b4e97,Stable,0.41332488763796477,Monitor,position worse than typical decliner (5.7)
client_3ffa76342f366962,content_16f77105ac4b5128,Declining,0.41300520398434165,Monitor,position worse than typical decliner (6.3)
client_08a6a72ff48e62c0,content_c6a623be22032dc5,Stable,0.4128011395053075,Monitor,position worse than typical decliner (5.0)
client_08a6a72ff48e62c0,content_5016dec76c29c62c,Declining,0.41250181570386096,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_5ba55d090b38a53a,Declining,0.4123506029421556,Monitor,position worse than typical decliner (5.3)
client_08a6a72ff48e62c0,content_f4d8a63a883af652,Declining,0.4122044214889113,Monitor,position worse than typical decliner (8.6)
client_9958f0a7ae1df715,content_5a77dbf5671c5a65,Declining,0.4102151260950317,Monitor,position worse than typical decliner (6.0)
client_08a6a72ff48e62c0,content_190aedf04434238e,Declining,0.40990659199323337,Monitor,position worse than typical decliner (5.7)
client_08a6a72ff48e62c0,content_0c88afbc33f48acb,Declining,0.40985764685940373,Monitor,position worse than typical decliner (8.3); CTR below typical decliner (0.1%); click volume below typical decliner (11)
client_3ffa76342f366962,content_2c5aae44a2df66f5,Declining,0.4093402660766064,Monitor,click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_f1d0abec8420480c,Declining,0.40889888487452103,Monitor,position worse than typical decliner (4.9)
client_08a6a72ff48e62c0,content_c559b6aad30fc55c,Stable,0.40766348340382,Monitor,position worse than typical decliner (5.2)
client_08a6a72ff48e62c0,content_d12de0f4e520641e,Stable,0.40641382709495455,Monitor,position worse than typical decliner (7.2)
client_08a6a72ff48e62c0,content_5dcf3733285c7bbc,Stable,0.4057722228104557,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_b8cd00ba87a54668,Declining,0.4053154866907397,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_0e92904e80e0ebf2,Declining,0.40447009207779216,Monitor,position worse than typical decliner (7.2); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_2bd976c075af9d8b,Declining,0.4035810258853477,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_c26072513a2b1533,Declining,0.40284981766139066,Monitor,position worse than typical decliner (9.7)
client_08a6a72ff48e62c0,content_d0fe7296967263bf,Stable,0.40282204196906823,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_a0dd9aa9ff1b221c,Declining,0.4025623148981448,Monitor,position worse than typical decliner (6.2)
client_9958f0a7ae1df715,content_96fe7476fada560c,Growing,0.4024643378107109,Protect,position worse than typical decliner (41.1); click volume below typical decliner (14)
client_08a6a72ff48e62c0,content_24331147fee9709b,Stable,0.40149223468302125,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_d22e29ea079b489f,Declining,0.40039527017957255,Monitor,position worse than typical decliner (6.7)
client_08a6a72ff48e62c0,content_9f6c926380e0d0ab,Growing,0.40030411165382046,Protect,position worse than typical decliner (32.8); click volume below typical decliner (12)
client_08a6a72ff48e62c0,content_731433c410981b9c,Stable,0.40007026712653415,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_37790b6d3f033fc2,Stable,0.3994643511959792,Monitor,position worse than typical decliner (4.8); CTR below typical decliner (0.5%)
client_08a6a72ff48e62c0,content_628777856ec911e3,Declining,0.39898767455418166,Monitor,position worse than typical decliner (8.7)
client_08a6a72ff48e62c0,content_e49dc280543eb1a5,Stable,0.39894921109464526,Monitor,position worse than typical decliner (5.7)
client_08a6a72ff48e62c0,content_0093a097f50ea763,Stable,0.3984773980450946,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_6649443286908ded,Declining,0.397429940213875,Monitor,position worse than typical decliner (5.1); CTR below typical decliner (0.5%)
client_08a6a72ff48e62c0,content_b9d10595e659f08d,Stable,0.39720885895260993,Monitor,position worse than typical decliner (6.7)
client_08a6a72ff48e62c0,content_1675f37e21e2c91d,Declining,0.3964743595856919,Monitor,position worse than typical decliner (6.3); CTR below typical decliner (0.4%)
client_3ffa76342f366962,content_32bdebcb01540202,Declining,0.3961081677530125,Monitor,click volume below typical decliner (21)
client_08a6a72ff48e62c0,content_d3d1832a0549f09c,Stable,0.39582327696753994,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_35715507767d2e92,Stable,0.3957309670557582,Monitor,position worse than typical decliner (5.0)
client_08a6a72ff48e62c0,content_2389e6704bae6124,Stable,0.39530019876284406,Monitor,position worse than typical decliner (6.0)
client_08a6a72ff48e62c0,content_aa2f71838ddd6e42,Declining,0.39453140974990497,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_44eb590f1a62bfb8,Stable,0.39433090573981194,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_aedd695c3bdb6f3e,Stable,0.3941637115856277,Monitor,position worse than typical decliner (5.3)
client_08a6a72ff48e62c0,content_9c8ead86b453c076,Declining,0.392062190329772,Monitor,position worse than typical decliner (7.5)
client_3ffa76342f366962,content_78de668c0f317f11,Declining,0.3919515920491799,Monitor,click volume below typical decliner (17)
client_08a6a72ff48e62c0,content_066f6f52517a70ba,Stable,0.39119927514818925,Monitor,position worse than typical decliner (4.9)
client_08a6a72ff48e62c0,content_0fdf3cc0746722d6,Declining,0.3908862030066457,Monitor,position worse than typical decliner (8.2)
client_08a6a72ff48e62c0,content_3a30c11c50be83b1,Stable,0.3897886554433774,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_5e561473956e3e03,Stable,0.3893383885575583,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_1fdb10a06af78ff4,Growing,0.3891657540787886,Protect,click volume below typical decliner (12)
client_08a6a72ff48e62c0,content_c6a549a98591ce40,Stable,0.3887922643877833,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_8ffa6201737fd638,Growing,0.3882354237641799,Protect,position worse than typical decliner (5.1); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_5c52ce43c1966691,Declining,0.3875276350452645,Monitor,position worse than typical decliner (9.9)
client_08a6a72ff48e62c0,content_7c6dc6096625be6e,Stable,0.38514420682490574,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_4775c03279f6c620,Declining,0.38422303718291145,Monitor,position worse than typical decliner (5.8)
client_3ffa76342f366962,content_8f3c7156f2699c05,Declining,0.3840106359850928,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_8ec8bb0594fc32c6,Declining,0.38380327645348983,Monitor,position worse than typical decliner (5.2)
client_08a6a72ff48e62c0,content_41fcf9441d7b23f3,Declining,0.3832466916423587,Monitor,position worse than typical decliner (5.9)
client_08a6a72ff48e62c0,content_9a890967f33fccbb,Stable,0.38310873259167066,Monitor,position worse than typical decliner (5.2)
client_08a6a72ff48e62c0,content_68599cc596e5ccd0,Stable,0.38308313479712264,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_4023caec53ed8481,Declining,0.38307812792498297,Monitor,position worse than typical decliner (7.2)
client_08a6a72ff48e62c0,content_3a84ab97e741f758,Growing,0.3824251295043499,Protect,position worse than typical decliner (7.5); CTR below typical decliner (0.1%); click volume below typical decliner (13)
client_08a6a72ff48e62c0,content_7e71850274dc642d,Stable,0.38224206147789386,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_fe88fb43d08dd189,Stable,0.38165011320888553,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_79e231396dac3740,Stable,0.3812995675487711,Monitor,position worse than typical decliner (5.5)
client_08a6a72ff48e62c0,content_e6525b888c642f7f,Stable,0.3803588311893138,Monitor,position worse than typical decliner (6.0)
client_08a6a72ff48e62c0,content_8515a2b38e12ed8d,Stable,0.37996578575020457,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_436d285440516791,Stable,0.3795608681777843,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_61396603a2f284e9,Stable,0.37948843436138346,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_43d8e82b963a00e3,Growing,0.3788261566359317,Protect,position worse than typical decliner (9.4); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_948db82af35f19ac,Stable,0.37779529408382123,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_858b7be0d92866d5,Stable,0.3757975799619507,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_3bb8bf7bad19d15f,Stable,0.37517942893384093,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_17b36488ed95fe1a,Growing,0.3750019974313272,Protect,position worse than typical decliner (6.1); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_187f9bc5261f0ab6,Growing,0.3739139158747229,Protect,position worse than typical decliner (6.6); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_1f57d23bc7134b79,Stable,0.37372919535068944,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_97b00e8ba3d97ca4,Growing,0.3729192197756693,Protect,position worse than typical decliner (7.0); CTR below typical decliner (0.1%); click volume below typical decliner (11)
client_08a6a72ff48e62c0,content_cf720cf7d19110a6,Stable,0.3722220140521449,Monitor,position worse than typical decliner (5.1)
client_08a6a72ff48e62c0,content_0c54b682f8913b3f,Declining,0.3713377293595034,Monitor,position worse than typical decliner (5.3)
client_3ffa76342f366962,content_caf756e63ca7f979,Growing,0.37123825472738636,Protect,position worse than typical decliner (4.9); click volume below typical decliner (20)
client_08a6a72ff48e62c0,content_1c8b8aea72a3b7e7,Stable,0.37080849010931,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_00ce20bb894308e6,Stable,0.3693186027760768,Monitor,position worse than typical decliner (6.4)
client_08a6a72ff48e62c0,content_97c12d3ea181c4ab,Growing,0.36918819609635123,Protect,position worse than typical decliner (5.3); click volume below typical decliner (19)
client_08a6a72ff48e62c0,content_57d9562457e534aa,Declining,0.36909412200154745,Monitor,position worse than typical decliner (8.3)
client_08a6a72ff48e62c0,content_50210de0c7895f34,Stable,0.3684145838305045,Monitor,position worse than typical decliner (6.6)
client_08a6a72ff48e62c0,content_7d89aa1b0d3fff7e,Stable,0.36827541529461955,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_85318395223132d5,Stable,0.3675701371231827,Monitor,position worse than typical decliner (8.2)
client_08a6a72ff48e62c0,content_13c7eaf3240b756f,Stable,0.36733962289264505,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_c0396464109a6b39,Stable,0.3672704364301206,Monitor,position worse than typical decliner (5.5)
client_08a6a72ff48e62c0,content_8ed07ae7e91487d1,Declining,0.36707571647231335,Monitor,position worse than typical decliner (8.1); CTR below typical decliner (0.4%)
client_08a6a72ff48e62c0,content_d6f2633bba526afc,Stable,0.36628378905884096,Monitor,position worse than typical decliner (5.7)
client_08a6a72ff48e62c0,content_7512edab490dfbb4,Stable,0.3662091732892994,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_8c7159545104d394,Stable,0.36588580939118664,Monitor,position worse than typical decliner (4.9)
client_08a6a72ff48e62c0,content_53cb25578846ea5d,Declining,0.3649337122071493,Monitor,click volume below typical decliner (21)
client_08a6a72ff48e62c0,content_a5b638fef05e0c17,Declining,0.36489813889285505,Monitor,position worse than typical decliner (14.2)
client_08a6a72ff48e62c0,content_135d45717cc303dd,Stable,0.3646219392703683,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_fc47d34e2f8f8616,Declining,0.36445972443991276,Monitor,position worse than typical decliner (5.1); click volume below typical decliner (22)
client_08a6a72ff48e62c0,content_2f9bb5e5b4360503,Declining,0.36444981597083276,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_4d27812c85cbdf75,Stable,0.36393935909908565,Monitor,position worse than typical decliner (5.1)
client_08a6a72ff48e62c0,content_f09fbd3a373085b3,Stable,0.3637652653808373,Monitor,position worse than typical decliner (6.4)
client_08a6a72ff48e62c0,content_9256437ffa571b2c,Stable,0.3633064387894305,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_fc887715d0f638fd,Growing,0.3632809738439628,Protect,position worse than typical decliner (5.8); click volume below typical decliner (15)
client_08a6a72ff48e62c0,content_865e6b6c04124e34,Declining,0.3630642716411115,Monitor,click volume below typical decliner (19)
client_08a6a72ff48e62c0,content_b749d6a6ae61112b,Stable,0.3630371551265909,Monitor,position worse than typical decliner (5.4)
client_08a6a72ff48e62c0,content_aa2951f9f8a343e0,Growing,0.3629366875719702,Protect,position worse than typical decliner (4.9); click volume below typical decliner (12)
client_08a6a72ff48e62c0,content_b95b0f093e886a57,Stable,0.36209688947560514,Monitor,position worse than typical decliner (6.8)
client_08a6a72ff48e62c0,content_dc42d8e9b30ebad0,Declining,0.3620829908238389,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_9958f0a7ae1df715,content_3405c661ce7122b4,Declining,0.3619715745756186,Monitor,position worse than typical decliner (5.5)
client_3ffa76342f366962,content_025a926ce6e87ba5,Growing,0.3616162546688562,Protect,click volume below typical decliner (15)
client_08a6a72ff48e62c0,content_4b5352e27805f700,Stable,0.36132824228551436,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_bd3f98bfbc5abfb9,Growing,0.3610313069676036,Protect,position worse than typical decliner (5.5); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_cab0f3fd85f01943,Declining,0.361001633693589,Monitor,position worse than typical decliner (6.1); click volume below typical decliner (21)
client_9958f0a7ae1df715,content_b039f5c5c78c6ed6,Declining,0.3608432315582721,Monitor,position worse than typical decliner (12.3); click volume below typical decliner (22)
client_08a6a72ff48e62c0,content_17008bf0eecb6cb2,Declining,0.36050141227981286,Monitor,position worse than typical decliner (5.3)
client_08a6a72ff48e62c0,content_ca51252c21dc241a,Declining,0.36005411464700265,Monitor,position worse than typical decliner (13.8)
client_08a6a72ff48e62c0,content_a6054feda043be14,Growing,0.35992055308718457,Protect,position worse than typical decliner (21.2); click volume below typical decliner (12)
client_08a6a72ff48e62c0,content_4443ce70324263eb,Growing,0.3593950588839505,Protect,position worse than typical decliner (9.0); click volume below typical decliner (16)
client_08a6a72ff48e62c0,content_0ab19d742b152c36,Stable,0.3592510610696855,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_b87a6af03df01b63,Declining,0.3586753265270803,Monitor,position worse than typical decliner (6.1); click volume below typical decliner (23)
client_08a6a72ff48e62c0,content_c8c15b35e858e26a,Declining,0.35817510860074264,Monitor,position worse than typical decliner (9.5); click volume below typical decliner (17)
client_9958f0a7ae1df715,content_ead143532cd7e033,Stable,0.35803475496582576,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_3e651ba2ed3109b9,Declining,0.3578510874144421,Monitor,position worse than typical decliner (5.3); click volume below typical decliner (20)
client_08a6a72ff48e62c0,content_041b5a2a0653bb84,Declining,0.3576013648543508,Monitor,position worse than typical decliner (6.8); click volume below typical decliner (22)
client_08a6a72ff48e62c0,content_4f1b638e8e69af55,Stable,0.3572557231904566,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_2fe2942700bbcaf0,Stable,0.35711765118937855,Monitor,position worse than typical decliner (5.5)
client_08a6a72ff48e62c0,content_0a2f3c0b4e9fae24,Stable,0.35695232765115975,Monitor,click volume below typical decliner (23)
client_08a6a72ff48e62c0,content_398f292383e5c0f4,Declining,0.35681529485351254,Monitor,click volume below typical decliner (18)
client_08a6a72ff48e62c0,content_3bb10877854dea27,Stable,0.3566425929386004,Monitor,position worse than typical decliner (7.0)
client_08a6a72ff48e62c0,content_a213ef88f4291bc7,Stable,0.3566041722679752,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_1ca20a7d0d70762f,Declining,0.3564655559845814,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_3ffa76342f366962,content_0f22d0d1fc77477e,Growing,0.3563215647370987,Protect,position worse than typical decliner (5.2); click volume below typical decliner (18)
client_08a6a72ff48e62c0,content_7669b696f667254b,Growing,0.3562404697071198,Protect,position worse than typical decliner (6.8); click volume below typical decliner (15)
client_08a6a72ff48e62c0,content_89328467e66547c4,Stable,0.35617721687288567,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_e7b9329f05d0868f,Stable,0.3556610434066452,Monitor,position worse than typical decliner (5.2)
client_08a6a72ff48e62c0,content_d9c6ab3a06212746,Stable,0.3550000638744145,Monitor,position worse than typical decliner (4.8)
client_08a6a72ff48e62c0,content_f7f21fbe22989762,Stable,0.3541326276747803,Monitor,position worse than typical decliner (5.0)
client_08a6a72ff48e62c0,content_d5f44096a192d05a,Declining,0.35383023703956584,Monitor,click volume below typical decliner (17)
client_08a6a72ff48e62c0,content_b9f2f365fb2aec81,Declining,0.3536808923687333,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_89d206589c3b2cfc,Declining,0.35325181281330975,Monitor,position worse than typical decliner (6.3); click volume below typical decliner (20)
client_08a6a72ff48e62c0,content_384f4659e5abf83f,Stable,0.3532056795585497,Monitor,position worse than typical decliner (5.6)
client_08a6a72ff48e62c0,content_4ada3566d51c475a,Declining,0.3531699766211227,Monitor,position worse than typical decliner (7.9); click volume below typical decliner (20)
client_08a6a72ff48e62c0,content_1bde4d5ec9247d17,Declining,0.3529854260240348,Monitor,position worse than typical decliner (7.2)
client_08a6a72ff48e62c0,content_506ea947287268b3,Declining,0.3528713661755084,Monitor,position worse than typical decliner (5.8); click volume below typical decliner (22)
client_08a6a72ff48e62c0,content_2351b992b1ca4379,Declining,0.3528327382412826,Monitor,position worse than typical decliner (5.9); click volume below typical decliner (18)
client_08a6a72ff48e62c0,content_5e38402f0882958a,Stable,0.3528037774262229,Monitor,position worse than typical decliner (5.3)
client_08a6a72ff48e62c0,content_de2414cfb8e63911,Growing,0.3524428906864409,Protect,position worse than typical decliner (6.4); click volume below typical decliner (20)
client_08a6a72ff48e62c0,content_70aeb16b62d196be,Declining,0.35235170780522024,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_4398127205a5a01c,Declining,0.35232673232131156,Monitor,position worse than typical decliner (8.9); click volume below typical decliner (21)
client_08a6a72ff48e62c0,content_7acd508cc5c22805,Stable,0.3520584015552925,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_7403820d2b2800da,Declining,0.352045532508053,Monitor,position worse than typical decliner (6.9)
client_08a6a72ff48e62c0,content_0704158fde70da26,Stable,0.3519066546389813,Monitor,position worse than typical decliner (7.5); CTR below typical decliner (0.2%)
client_08a6a72ff48e62c0,content_8af0c05b1663bba2,Growing,0.35187092900118316,Protect,position worse than typical decliner (14.5); click volume below typical decliner (18)
client_08a6a72ff48e62c0,content_bb11d0e95ae9aa32,Declining,0.35175277561881235,Monitor,click volume below typical decliner (19)
client_08a6a72ff48e62c0,content_47f0f9d2df25c893,Stable,0.3517307113103144,Monitor,"flagged on combined signal pattern, no single dominant factor"
client_08a6a72ff48e62c0,content_9c6b24d86a28d3a5,Stable,0.3517294015488266,Monitor,"flagged on combined signal pattern, no single dominant factor"
